time,w_expl,w_impl,w_RK2,w_cn,exact_solution
26.100000,1.651522,3.141938,2.276984,2.277509,2.278080
26.150000,1.698389,3.226753,2.340067,2.340586,2.341215
26.200000,1.743031,3.306528,2.399792,2.400302,2.400990
26.250000,1.785084,3.380588,2.455662,2.456161,2.456906
26.300000,1.824191,3.448290,2.507195,2.507683,2.508482
26.350000,1.860007,3.509035,2.553935,2.554410,2.555260
26.400000,1.892205,3.562273,2.595455,2.595918,2.596813
26.450000,1.920484,3.607516,2.631368,2.631819,2.632756
26.500000,1.944570,3.644349,2.661333,2.661773,2.662745
26.550000,1.964223,3.672431,2.685060,2.685492,2.686492
26.600000,1.979243,3.691507,2.702317,2.702743,2.703764
26.650000,1.989471,3.701411,2.712933,2.713356,2.714390
26.700000,1.994794,3.702066,2.716803,2.717227,2.718265
26.750000,1.995147,3.693488,2.713888,2.714315,2.715350
26.800000,1.990513,3.675787,2.704217,2.704651,2.705674
26.850000,1.980928,3.649159,2.687887,2.688331,2.689334
26.900000,1.966473,3.613888,2.665059,2.665514,2.666491
26.950000,1.947280,3.570334,2.635957,2.636426,2.637368
27.000000,1.923526,3.518933,2.600863,2.601347,2.602249
27.050000,1.895429,3.460184,2.560110,2.560610,2.561466
27.100000,1.863247,3.394641,2.514081,2.514596,2.515402
27.150000,1.827272,3.322903,2.463196,2.463726,2.464478
27.200000,1.787823,3.245606,2.407909,2.408452,2.409148
27.250000,1.745244,3.163410,2.348698,2.349251,2.349889
27.300000,1.699897,3.076990,2.286059,2.286620,2.287199
27.350000,1.652154,2.987025,2.220496,2.221061,2.221582
27.400000,1.602394,2.894193,2.152518,2.153084,2.153547
27.450000,1.550996,2.799155,2.082628,2.083189,2.083597
27.500000,1.498336,2.702554,2.011315,2.011868,2.012223
27.550000,1.444779,2.605004,1.939056,1.939595,1.939901
27.600000,1.390677,2.507087,1.866302,1.866824,1.867083
27.650000,1.336362,2.409346,1.793479,1.793979,1.794196
27.700000,1.282149,2.312281,1.720985,1.721459,1.721637
27.750000,1.228327,2.216351,1.649182,1.649627,1.649771
27.800000,1.175162,2.121967,1.578401,1.578814,1.578928
27.850000,1.122891,2.029492,1.508937,1.509315,1.509402
27.900000,1.071726,1.939244,1.441048,1.441389,1.441454
27.950000,1.021850,1.851496,1.374957,1.375261,1.375308
28.000000,0.973421,1.766475,1.310855,1.311120,1.311152
28.050000,0.926570,1.684367,1.248897,1.249122,1.249142
28.100000,0.881403,1.605317,1.189207,1.189392,1.189404
28.150000,0.838001,1.529436,1.131879,1.132026,1.132031
28.200000,0.796424,1.456797,1.076982,1.077091,1.077093
28.250000,0.756713,1.387445,1.024557,1.024630,1.024630
28.300000,0.718888,1.321397,0.974625,0.974663,0.974663
28.350000,0.682956,1.258645,0.927186,0.927191,0.927193
28.400000,0.648906,1.199160,0.882222,0.882197,0.882201
28.450000,0.616716,1.142895,0.839702,0.839647,0.839655
28.500000,0.586355,1.089787,0.799579,0.799499,0.799510
28.550000,0.557781,1.039762,0.761799,0.761695,0.761711
28.600000,0.530944,0.992734,0.726298,0.726171,0.726193
28.650000,0.505793,0.948611,0.693004,0.692858,0.692884
28.700000,0.482267,0.907295,0.661841,0.661678,0.661710
28.750000,0.460305,0.868682,0.632733,0.632554,0.632591
28.800000,0.439845,0.832670,0.605596,0.605404,0.605446
28.850000,0.420822,0.799152,0.580349,0.580146,0.580193
28.900000,0.403172,0.768025,0.556912,0.556699,0.556751
28.950000,0.386832,0.739186,0.535203,0.534982,0.535038
29.000000,0.371740,0.712535,0.515144,0.514916,0.514977
29.050000,0.357836,0.687976,0.496659,0.496426,0.496490
29.100000,0.345062,0.665416,0.479676,0.479438,0.479506
29.150000,0.333363,0.644768,0.464124,0.463883,0.463954
29.200000,0.322687,0.625949,0.449939,0.449695,0.449769
29.250000,0.312986,0.608881,0.437059,0.436813,0.436889
29.300000,0.304212,0.593494,0.425426,0.425179,0.425258
29.350000,0.296325,0.579721,0.414989,0.414741,0.414822
29.400000,0.289285,0.567504,0.405699,0.405450,0.405532
29.450000,0.283057,0.556788,0.397511,0.397262,0.397347
29.500000,0.277610,0.547526,0.390389,0.390140,0.390225
29.550000,0.272913,0.539677,0.384296,0.384047,0.384134
29.600000,0.268944,0.533207,0.379204,0.378955,0.379043
29.650000,0.265681,0.528087,0.375087,0.374839,0.374928
29.700000,0.263105,0.524296,0.371926,0.371679,0.371767
29.750000,0.261203,0.521818,0.369705,0.369457,0.369547
29.800000,0.259962,0.520643,0.368412,0.368165,0.368254
29.850000,0.259376,0.520770,0.368041,0.367794,0.367884
29.900000,0.259439,0.522202,0.368591,0.368344,0.368434
29.950000,0.260150,0.524950,0.370063,0.369817,0.369906
30.000000,0.261512,0.529030,0.372466,0.372220,0.372309
30.050000,0.263529,0.534466,0.375811,0.375566,0.375654
30.100000,0.266210,0.541290,0.380116,0.379870,0.379957
30.150000,0.269565,0.549538,0.385400,0.385155,0.385241
30.200000,0.273611,0.559254,0.391690,0.391445,0.391531
30.250000,0.278365,0.570489,0.399017,0.398773,0.398856
30.300000,0.283847,0.583303,0.407415,0.407172,0.407254
30.350000,0.290082,0.597760,0.416925,0.416683,0.416763
30.400000,0.297098,0.613932,0.427590,0.427350,0.427428
30.450000,0.304924,0.631898,0.439461,0.439223,0.439298
30.500000,0.313594,0.651746,0.452590,0.452354,0.452428
30.550000,0.323144,0.673567,0.467036,0.466804,0.466874
30.600000,0.333612,0.697462,0.482861,0.482633,0.482700
30.650000,0.345042,0.723536,0.500131,0.499908,0.499971
30.700000,0.357476,0.751901,0.518916,0.518699,0.518759
30.750000,0.370962,0.782673,0.539289,0.539080,0.539136
30.800000,0.385547,0.815975,0.561329,0.561128,0.561179
30.850000,0.401282,0.851930,0.585112,0.584922,0.584968
30.900000,0.418218,0.890667,0.610720,0.610542,0.610583
30.950000,0.436407,0.932314,0.638234,0.638070,0.638106
31.000000,0.455901,0.976999,0.667737,0.667588,0.667619
31.050000,0.476753,1.024849,0.699308,0.699177,0.699203
31.100000,0.499012,1.075985,0.733027,0.732915,0.732936
31.150000,0.522728,1.130525,0.768967,0.768877,0.768893
31.200000,0.547946,1.188573,0.807199,0.807133,0.807145
31.250000,0.574707,1.250226,0.847785,0.847746,0.847753
31.300000,0.603048,1.315563,0.890779,0.890768,0.890772
31.350000,0.632997,1.384645,0.936224,0.936243,0.936244
31.400000,0.664579,1.457511,0.984149,0.984200,0.984200
31.450000,0.697803,1.534175,1.034569,1.034653,1.034654
31.500000,0.732673,1.614621,1.087479,1.087599,1.087601
31.550000,0.769178,1.698799,1.142855,1.143011,1.143018
31.600000,0.807291,1.786621,1.200650,1.200844,1.200857
31.650000,0.846974,1.877958,1.260792,1.261024,1.261046
31.700000,0.888168,1.972637,1.323181,1.323450,1.323485
31.750000,0.930796,2.070435,1.387685,1.387992,1.388042
31.800000,0.974763,2.171081,1.454143,1.454486,1.454555
31.850000,1.019951,2.274247,1.522359,1.522737,1.522829
31.900000,1.066219,2.379555,1.592103,1.592514,1.592633
31.950000,1.113404,2.486570,1.663109,1.663549,1.663700
32.000000,1.161322,2.594802,1.735074,1.735542,1.735728
32.050000,1.209762,2.703710,1.807663,1.808155,1.808380
32.100000,1.258493,2.812703,1.880505,1.881017,1.881285
32.150000,1.307260,2.921144,1.953197,1.953726,1.954041
32.200000,1.355788,3.028354,2.025308,2.025849,2.026215
32.250000,1.403786,3.133622,2.096381,2.096930,2.097349
32.300000,1.450944,3.236211,2.165937,2.166491,2.166966
32.350000,1.496939,3.335366,2.233483,2.234037,2.234569
32.400000,1.541441,3.430323,2.298514,2.299065,2.299656
32.450000,1.584110,3.520324,2.360523,2.361068,2.361717
32.500000,1.624610,3.604624,2.419005,2.419542,2.420249
32.550000,1.662604,3.682504,2.473469,2.473995,2.474758
32.600000,1.697766,3.753282,2.523439,2.523954,2.524770
32.650000,1.729782,3.816327,2.568469,2.568972,2.569837
32.700000,1.758357,3.871066,2.608144,2.608635,2.609545
32.750000,1.783221,3.916996,2.642092,2.642572,2.643521
32.800000,1.804131,3.953695,2.669988,2.670459,2.671441
32.850000,1.820877,3.980823,2.691562,2.692025,2.693033
32.900000,1.833286,3.998138,2.706601,2.707060,2.708086
32.950000,1.841226,4.005491,2.714957,2.715414,2.716450
33.000000,1.844606,4.002834,2.716546,2.717004,2.718042
33.050000,1.843381,3.990218,2.711353,2.711815,2.712847
33.100000,1.837553,3.967793,2.699429,2.699899,2.700916
33.150000,1.827168,3.935804,2.680892,2.681373,2.682368
33.200000,1.812317,3.894587,2.655927,2.656419,2.657385
33.250000,1.793137,3.844560,2.624776,2.625282,2.626211
33.300000,1.769804,3.786219,2.587739,2.588261,2.589148
33.350000,1.742533,3.720124,2.545168,2.545705,2.546545
33.400000,1.711574,3.646892,2.497458,2.498009,2.498797
33.450000,1.677204,3.567186,2.445041,2.445606,2.446339
33.500000,1.639729,3.481704,2.388381,2.388957,2.389633
33.550000,1.599470,3.391167,2.327962,2.328547,2.329165
33.600000,1.556768,3.296307,2.264283,2.264874,2.265434
33.650000,1.511968,3.197861,2.197853,2.198446,2.198947
33.700000,1.465422,3.096555,2.129177,2.129768,2.130212
33.750000,1.417479,2.993099,2.058755,2.059339,2.059729
33.800000,1.368485,2.888180,1.987073,1.987646,1.987984
33.850000,1.318772,2.782450,1.914599,1.915156,1.915446
33.900000,1.268660,2.676525,1.841777,1.842314,1.842559
33.950000,1.218452,2.570978,1.769023,1.769536,1.769739
34.000000,1.168430,2.466335,1.696723,1.697209,1.697375
34.050000,1.118856,2.363074,1.625229,1.625684,1.625817
34.100000,1.069964,2.261623,1.554861,1.555282,1.555386
34.150000,1.021968,2.162359,1.485900,1.486285,1.486364
34.200000,0.975054,2.065610,1.418594,1.418940,1.418999
34.250000,0.929384,1.971652,1.353153,1.353460,1.353502
34.300000,0.885095,1.880717,1.289757,1.290024,1.290052
34.350000,0.842300,1.792991,1.228550,1.228777,1.228794
34.400000,0.801088,1.708617,1.169646,1.169833,1.169842
34.450000,0.761530,1.627702,1.113130,1.113278,1.113282
34.500000,0.723673,1.550315,1.059061,1.059171,1.059172
34.550000,0.687549,1.476492,1.007474,1.007547,1.007547
34.600000,0.653173,1.406243,0.958382,0.958421,0.958421
34.650000,0.620544,1.339552,0.911779,0.911784,0.911787
34.700000,0.589649,1.276380,0.867642,0.867617,0.867622
34.750000,0.560465,1.216670,0.825934,0.825880,0.825889
34.800000,0.532960,1.160350,0.786606,0.786527,0.786540
34.850000,0.507091,1.107334,0.749600,0.749497,0.749515
34.900000,0.482813,1.057529,0.714849,0.714725,0.714748
34.950000,0.460075,1.010830,0.682281,0.682138,0.682166
35.000000,0.438820,0.967131,0.651819,0.651659,0.651692
35.050000,0.418992,0.926319,0.623383,0.623207,0.623246
35.100000,0.400532,0.888281,0.596891,0.596703,0.596747
35.150000,0.383381,0.852905,0.572263,0.572063,0.572112
35.200000,0.367479,0.820076,0.549416,0.549207,0.549260
35.250000,0.352769,0.789687,0.528270,0.528053,0.528111
35.300000,0.339193,0.761629,0.508749,0.508526,0.508588
35.350000,0.326697,0.735799,0.490778,0.490549,0.490614
35.400000,0.315229,0.712100,0.474284,0.474050,0.474119
35.450000,0.304738,0.690438,0.459199,0.458962,0.459034
35.500000,0.295177,0.670726,0.445459,0.445220,0.445295
35.550000,0.286502,0.652882,0.433005,0.432764,0.432841
35.600000,0.278672,0.636832,0.421780,0.421538,0.421617
35.650000,0.271648,0.622505,0.411734,0.411491,0.411572
35.700000,0.265396,0.609841,0.402819,0.402575,0.402658
35.750000,0.259885,0.598782,0.394994,0.394750,0.394835
35.800000,0.255085,0.589282,0.388221,0.387977,0.388063
35.850000,0.250973,0.581297,0.382468,0.382225,0.382311
35.900000,0.247525,0.574792,0.377707,0.377463,0.377551
35.950000,0.244724,0.569739,0.373914,0.373671,0.373759
36.000000,0.242554,0.566117,0.371070,0.370827,0.370916
36.050000,0.241002,0.563911,0.369162,0.368919,0.369009
36.100000,0.240059,0.563114,0.368180,0.367938,0.368027
36.150000,0.239719,0.563725,0.368119,0.367877,0.367966
36.200000,0.239979,0.565751,0.368978,0.368736,0.368825
36.250000,0.240838,0.569206,0.370762,0.370521,0.370610
36.300000,0.242300,0.574110,0.373481,0.373239,0.373328
36.350000,0.244370,0.580491,0.377146,0.376905,0.376993
36.400000,0.247056,0.588386,0.381777,0.381537,0.381624
36.450000,0.250371,0.597837,0.387397,0.387157,0.387242
36.500000,0.254329,0.608894,0.394032,0.393792,0.393877
36.550000,0.258948,0.621615,0.401715,0.401476,0.401559
36.600000,0.264247,0.636066,0.410482,0.410244,0.410326
36.650000,0.270250,0.652320,0.420375,0.420139,0.420218
36.700000,0.276984,0.670458,0.431440,0.431205,0.431283
36.750000,0.284477,0.690567,0.443728,0.443495,0.443570
36.800000,0.292761,0.712745,0.457293,0.457064,0.457136
36.850000,0.301871,0.737093,0.472195,0.471970,0.472039
36.900000,0.311842,0.763721,0.488498,0.488277,0.488343
36.950000,0.322715,0.792748,0.506269,0.506054,0.506116
37.000000,0.334532,0.824294,0.525580,0.525372,0.525430
37.050000,0.347334,0.858488,0.546505,0.546305,0.546359
37.100000,0.361169,0.895464,0.569121,0.568931,0.568980
37.150000,0.376082,0.935356,0.593509,0.593330,0.593374
37.200000,0.392122,0.978304,0.619748,0.619582,0.619622
37.250000,0.409336,1.024447,0.647922,0.647770,0.647805
37.300000,0.427774,1.073923,0.678111,0.677976,0.678005
37.350000,0.447481,1.126867,0.710395,0.710279,0.710303
37.400000,0.468506,1.183411,0.744852,0.744757,0.744776
37.450000,0.490891,1.243675,0.781556,0.781483,0.781498
37.500000,0.514678,1.307772,0.820572,0.820525,0.820535
37.550000,0.539903,1.375798,0.861962,0.861943,0.861948
37.600000,0.566599,1.447835,0.905776,0.905786,0.905788
37.650000,0.594790,1.523940,0.952052,0.952093,0.952093
37.700000,0.624493,1.604147,1.000814,1.000889,1.000889
37.750000,0.655718,1.688461,1.052072,1.052181,1.052182
37.800000,0.688461,1.776852,1.105814,1.105960,1.105964
37.850000,0.722709,1.869252,1.162010,1.162193,1.162202
37.900000,0.758434,1.965554,1.220603,1.220825,1.220841
37.950000,0.795593,2.065600,1.281513,1.281773,1.281799
38.000000,0.834128,2.169187,1.344628,1.344926,1.344966
38.050000,0.873960,2.276055,1.409808,1.410145,1.410201
38.100000,0.914996,2.385892,1.476880,1.477253,1.477330
38.150000,0.957118,2.498324,1.545637,1.546045,1.546146
38.200000,1.000191,2.612921,1.615835,1.616276,1.616405
38.250000,1.044058,2.729193,1.687198,1.687669,1.687831
38.300000,1.088538,2.846591,1.759412,1.759910,1.760108
38.350000,1.133431,2.964511,1.832128,1.832650,1.832889
38.400000,1.178516,3.082296,1.904965,1.905507,1.905790
38.450000,1.223551,3.199242,1.977510,1.978068,1.978400
38.500000,1.268277,3.314602,2.049323,2.049893,2.050276
38.550000,1.312417,3.427595,2.119939,2.120517,2.120955
38.600000,1.355682,3.537417,2.188875,2.189456,2.189950
38.650000,1.397770,3.643246,2.255630,2.256212,2.256764
38.700000,1.438372,3.744257,2.319701,2.320279,2.320890
38.750000,1.477176,3.839634,2.380579,2.381151,2.381820
38.800000,1.513870,3.928578,2.437764,2.438327,2.439053
38.850000,1.548144,4.010323,2.490767,2.491320,2.492102
38.900000,1.579701,4.084150,2.539124,2.539666,2.540499
38.950000,1.608256,4.149395,2.582397,2.582927,2.583808
39.000000,1.633545,4.205463,2.620185,2.620704,2.621628
39.050000,1.655323,4.251838,2.652131,2.652640,2.653601
39.100000,1.673378,4.288092,2.677928,2.678428,2.679420
39.150000,1.687526,4.313894,2.697324,2.697819,2.698833
39.200000,1.697619,4.329013,2.710129,2.710620,2.711650
39.250000,1.703548,4.333326,2.716215,2.716706,2.717743
39.300000,1.705243,4.326817,2.715522,2.716015,2.717051
39.350000,1.702678,4.309578,2.708056,2.708554,2.709582
39.400000,1.695867,4.281805,2.693892,2.694398,2.695409
39.450000,1.684867,4.243797,2.673170,2.673687,2.674673
39.500000,1.669777,4.195949,2.646095,2.646624,2.647579
39.550000,1.650736,4.138743,2.612929,2.613472,2.614388
39.600000,1.627919,4.072738,2.573990,2.574548,2.575420
39.650000,1.601537,3.998564,2.529645,2.530218,2.531041
39.700000,1.571828,3.916905,2.480303,2.480889,2.481659
39.750000,1.539059,3.828493,2.426407,2.427005,2.427720
39.800000,1.503517,3.734093,2.368428,2.369037,2.369694
39.850000,1.465507,3.634490,2.306857,2.307473,2.308071
39.900000,1.425345,3.530479,2.242198,2.242817,2.243357
39.950000,1.383353,3.422853,2.174957,2.175576,2.176058
40.000000,1.339856,3.312395,2.105639,2.106254,2.106680
40.050000,1.295176,3.199865,2.034741,2.035346,2.035719
40.100000,1.249628,3.085993,1.962742,1.963334,1.963656
40.150000,1.203517,2.971472,1.890103,1.890678,1.890952
40.200000,1.157134,2.856955,1.817260,1.817812,1.818042
40.250000,1.110752,2.743043,1.744618,1.745144,1.745335
40.300000,1.064625,2.630290,1.672553,1.673049,1.673204
40.350000,1.018987,2.519193,1.601405,1.601868,1.601991
40.400000,0.974050,2.410198,1.531481,1.531909,1.532004
40.450000,0.930001,2.303694,1.463051,1.463441,1.463513
40.500000,0.887005,2.200016,1.396351,1.396702,1.396754
40.550000,0.845204,2.099448,1.331581,1.331891,1.331928
40.600000,0.804717,2.002223,1.268907,1.269176,1.269200
40.650000,0.765641,1.908526,1.208464,1.208692,1.208706
40.700000,0.728053,1.818500,1.150356,1.150543,1.150551
40.750000,0.692010,1.732244,1.094658,1.094806,1.094809
40.800000,0.657552,1.649821,1.041422,1.041532,1.041533
40.850000,0.624702,1.571261,0.990674,0.990748,0.990748
40.900000,0.593468,1.496565,0.942421,0.942460,0.942461
40.950000,0.563847,1.425705,0.896651,0.896657,0.896660
41.000000,0.535822,1.358633,0.853336,0.853312,0.853318
41.050000,0.509371,1.295282,0.812435,0.812383,0.812393
41.100000,0.484458,1.235569,0.773896,0.773818,0.773833
41.150000,0.461045,1.179398,0.737656,0.737555,0.737575
41.200000,0.439086,1.126662,0.703649,0.703526,0.703551
41.250000,0.418534,1.077248,0.671798,0.671656,0.671687
41.300000,0.399336,1.031039,0.642026,0.641868,0.641904
41.350000,0.381438,0.987912,0.614253,0.614081,0.614122
41.400000,0.364787,0.947745,0.588398,0.588213,0.588258
41.450000,0.349327,0.910416,0.564377,0.564182,0.564232
41.500000,0.335003,0.875803,0.542112,0.541907,0.541962
41.550000,0.321764,0.843789,0.521522,0.521309,0.521368
41.600000,0.309555,0.814259,0.502530,0.502311,0.502374
41.650000,0.298329,0.787103,0.485063,0.484839,0.484906
41.700000,0.288037,0.762218,0.469051,0.468822,0.468892
41.750000,0.278633,0.739504,0.454426,0.454194,0.454267
41.800000,0.270074,0.718869,0.441125,0.440890,0.440966
41.850000,0.262322,0.700227,0.429090,0.428854,0.428932
41.900000,0.255338,0.683499,0.418267,0.418030,0.418110
41.950000,0.249089,0.668613,0.408607,0.408368,0.408450
42.000000,0.243543,0.655503,0.400063,0.399824,0.399908
42.050000,0.238672,0.644113,0.392596,0.392357,0.392442
42.100000,0.234452,0.634391,0.386170,0.385930,0.386017
42.150000,0.230859,0.626295,0.380753,0.380514,0.380601
42.200000,0.227875,0.619790,0.376320,0.376081,0.376169
42.250000,0.225483,0.614846,0.372848,0.372609,0.372698
42.300000,0.223670,0.611444,0.370320,0.370082,0.370171
42.350000,0.222426,0.609571,0.368724,0.368486,0.368576
42.400000,0.221742,0.609221,0.368052,0.367814,0.367904
42.450000,0.221615,0.610395,0.368300,0.368063,0.368152
42.500000,0.222041,0.613105,0.369470,0.369233,0.369322
42.550000,0.223022,0.617367,0.371567,0.371330,0.371419
42.600000,0.224562,0.623205,0.374602,0.374366,0.374454
42.650000,0.226666,0.630655,0.378590,0.378354,0.378442
42.700000,0.229343,0.639756,0.383551,0.383315,0.383402
42.750000,0.232606,0.650557,0.389508,0.389273,0.389359
42.800000,0.236468,0.663117,0.396492,0.396257,0.396342
42.850000,0.240947,0.677500,0.404535,0.404301,0.404384
42.900000,0.246062,0.693779,0.413676,0.413444,0.413525
42.950000,0.251835,0.712037,0.423958,0.423727,0.423806
43.000000,0.258293,0.732365,0.435428,0.435199,0.435276
43.050000,0.265462,0.754859,0.448138,0.447913,0.447987
43.100000,0.273373,0.779627,0.462146,0.461924,0.461995
43.150000,0.282058,0.806783,0.477512,0.477294,0.477362
43.200000,0.291551,0.836447,0.494301,0.494088,0.494153
43.250000,0.301891,0.868749,0.512581,0.512375,0.512436
43.300000,0.313116,0.903823,0.532426,0.532227,0.532284
43.350000,0.325267,0.941809,0.553911,0.553721,0.553774
43.400000,0.338386,0.982854,0.577114,0.576934,0.576982
43.450000,0.352517,1.027103,0.602115,0.601947,0.601990
43.500000,0.367704,1.074709,0.628995,0.628842,0.628880
43.550000,0.383993,1.125822,0.657837,0.657699,0.657732
43.600000,0.401426,1.180590,0.688722,0.688601,0.688629
43.650000,0.420048,1.239159,0.721728,0.721627,0.721650
43.700000,0.439902,1.301666,0.756932,0.756854,0.756871
43.750000,0.461026,1.368240,0.794406,0.794351,0.794364
43.800000,0.483458,1.438998,0.834214,0.834186,0.834194
43.850000,0.507231,1.514038,0.876413,0.876414,0.876418
43.900000,0.532371,1.593441,0.921050,0.921082,0.921084
43.950000,0.558899,1.677260,0.968160,0.968224,0.968224
44.000000,0.586829,1.765522,1.017761,1.017859,1.017860
44.050000,0.616166,1.858221,1.069856,1.069990,1.069992
44.100000,0.646904,1.955310,1.124427,1.124599,1.124604
44.150000,0.679025,2.056702,1.181436,1.181647,1.181657
44.200000,0.712500,2.162263,1.240818,1.241068,1.241087
44.250000,0.747285,2.271808,1.302482,1.302771,1.302801
44.300000,0.783318,2.385094,1.366308,1.366636,1.366681
44.350000,0.820524,2.501824,1.432145,1.432511,1.432574
44.400000,0.858808,2.621636,1.499808,1.500211,1.500295
44.450000,0.898056,2.744106,1.569077,1.569516,1.569625
44.500000,0.938137,2.868747,1.639699,1.640171,1.640310
44.550000,0.978897,2.995007,1.711384,1.711886,1.712059
44.600000,1.020164,3.122273,1.783806,1.784335,1.784546
44.650000,1.061746,3.249870,1.856606,1.857158,1.857411
44.700000,1.103433,3.377071,1.929392,1.929963,1.930262
44.750000,1.144995,3.503096,2.001740,2.002327,2.002676
44.800000,1.186187,3.627126,2.073203,2.073801,2.074202
44.850000,1.226748,3.748305,2.143308,2.143913,2.144370
44.900000,1.266408,3.865755,2.211565,2.212174,2.212688
44.950000,1.304884,3.978586,2.277474,2.278083,2.278654
45.000000,1.341890,4.085907,2.340526,2.341132,2.341762
45.050000,1.377136,4.186839,2.400217,2.400816,2.401504
45.100000,1.410335,4.280529,2.456048,2.456639,2.457384
45.150000,1.441203,4.366164,2.507539,2.508120,2.508919
45.200000,1.469470,4.442983,2.554233,2.554802,2.555652
45.250000,1.494878,4.510294,2.595703,2.596262,2.597158
45.300000,1.517187,4.567478,2.631564,2.632112,2.633049
45.350000,1.536182,4.614011,2.661473,2.662012,2.662984
45.400000,1.551674,4.649462,2.685143,2.685674,2.686674
45.450000,1.563505,4.673510,2.702340,2.702867,2.703888
45.500000,1.571551,4.685944,2.712897,2.713421,2.714454
45.550000,1.575721,4.686669,2.716706,2.717231,2.718269
45.600000,1.575964,4.675707,2.713731,2.714259,2.715294
45.650000,1.572269,4.653196,2.704001,2.704535,2.705558
45.700000,1.564663,4.619387,2.687613,2.688156,2.689159
45.750000,1.553212,4.574638,2.664729,2.665283,2.666259
45.800000,1.538018,4.519410,2.635574,2.636140,2.637082
45.850000,1.519223,4.454252,2.600429,2.601009,2.601911
45.900000,1.497000,4.379798,2.559629,2.560224,2.561080
45.950000,1.471552,4.296749,2.513557,2.514165,2.514971
46.000000,1.443109,4.205865,2.462633,2.463254,2.464006
46.050000,1.411925,4.107950,2.407311,2.407943,2.408638
46.100000,1.378271,4.003841,2.348069,2.348709,2.349347
46.150000,1.342433,3.894391,2.285404,2.286050,2.286628
46.200000,1.304705,3.780463,2.219820,2.220468,2.220988
46.250000,1.265386,3.662911,2.151826,2.152470,2.152934
46.300000,1.224777,3.542575,2.081923,2.082561,2.082968
46.350000,1.183173,3.420267,2.010603,2.011229,2.011584
46.400000,1.140863,3.296764,1.938339,1.938950,1.939255
46.450000,1.098124,3.172803,1.865586,1.866176,1.866435
46.500000,1.055220,3.049070,1.792767,1.793333,1.793549
46.550000,1.012399,2.926199,1.720280,1.720818,1.720995
46.600000,0.969888,2.804769,1.648487,1.648993,1.649137
46.650000,0.927898,2.685300,1.577720,1.578191,1.578304
46.700000,0.886616,2.568253,1.508271,1.508705,1.508792
46.750000,0.846208,2.454028,1.440399,1.440794,1.440859
46.800000,0.806821,2.342971,1.374328,1.374682,1.374729
46.850000,0.768578,2.235369,1.310247,1.310559,1.310591
46.900000,0.731581,2.131456,1.248310,1.248581,1.248601
46.950000,0.695915,2.031417,1.188643,1.188872,1.188884
47.000000,0.661644,1.935389,1.131339,1.131527,1.131533
47.050000,0.628815,1.843467,1.076465,1.076614,1.076616
47.100000,0.597460,1.755707,1.024065,1.024175,1.024175
47.150000,0.567596,1.672129,0.974157,0.974230,0.974231
47.200000,0.539226,1.592723,0.926742,0.926781,0.926782
47.250000,0.512343,1.517453,0.881801,0.881808,0.881812
47.300000,0.486929,1.446259,0.839304,0.839280,0.839288
47.350000,0.462959,1.379061,0.799204,0.799153,0.799165
47.400000,0.440400,1.315764,0.761446,0.761369,0.761386
47.450000,0.419214,1.256262,0.725965,0.725866,0.725887
47.500000,0.399358,1.200436,0.692692,0.692571,0.692598
47.550000,0.380786,1.148161,0.661550,0.661411,0.661443
47.600000,0.363449,1.099309,0.632460,0.632304,0.632342
47.650000,0.347298,1.053746,0.605341,0.605171,0.605214
47.700000,0.332281,1.011341,0.580112,0.579930,0.579977
47.750000,0.318349,0.971962,0.556691,0.556499,0.556551
47.800000,0.305451,0.935477,0.534998,0.534796,0.534853
47.850000,0.293538,0.901762,0.514954,0.514745,0.514806
47.900000,0.282563,0.870694,0.496484,0.496268,0.496333
47.950000,0.272481,0.842156,0.479514,0.479294,0.479361
48.000000,0.263247,0.816037,0.463975,0.463751,0.463822
48.050000,0.254821,0.792232,0.449802,0.449575,0.449649
48.100000,0.247165,0.770645,0.436934,0.436704,0.436781
48.150000,0.240241,0.751183,0.425313,0.425081,0.425160
48.200000,0.234017,0.733765,0.414886,0.414653,0.414734
48.250000,0.228462,0.718315,0.405606,0.405372,0.405455
48.300000,0.223548,0.704766,0.397429,0.397195,0.397279
48.350000,0.219250,0.693056,0.390316,0.390081,0.390167
48.400000,0.215546,0.683136,0.384232,0.383998,0.384084
48.450000,0.212416,0.674960,0.379149,0.378915,0.379002
48.500000,0.209843,0.668494,0.375041,0.374807,0.374895
48.550000,0.207813,0.663709,0.371889,0.371655,0.371743
48.600000,0.206315,0.660587,0.369675,0.369442,0.369531
48.650000,0.205340,0.659114,0.368391,0.368157,0.368247
48.700000,0.204881,0.659290,0.368028,0.367795,0.367885
48.750000,0.204935,0.661117,0.368586,0.368353,0.368443
48.800000,0.205502,0.664610,0.370067,0.369834,0.369923
48.850000,0.206582,0.669791,0.372478,0.372246,0.372334
48.900000,0.208180,0.676689,0.375831,0.375600,0.375688
48.950000,0.210302,0.685343,0.380144,0.379913,0.380000
49.000000,0.212957,0.695800,0.385437,0.385206,0.385292
49.050000,0.216158,0.708118,0.391736,0.391506,0.391591
49.100000,0.219918,0.722359,0.399072,0.398842,0.398926
49.150000,0.224254,0.738599,0.407479,0.407251,0.407333
49.200000,0.229184,0.756919,0.416999,0.416772,0.416853
49.250000,0.234732,0.777412,0.427675,0.427450,0.427528
49.300000,0.240919,0.800178,0.439556,0.439334,0.439409
